url,status,state,parent,failureDetails
https://www.archives.gov/,200,OK,https://nyccivilrightshistory.org/about/,[]
https://nyccivilrightshistory.org/about/center-for-educators-and-schools.jpg,200,OK,https://nyccivilrightshistory.org/about/,[]
https://www.tc.columbia.edu/digitalfuturesinstitute/,200,OK,https://nyccivilrightshistory.org/about/,[]
https://nyccivilrightshistory.org/about/humanities-new-york.jpg,200,OK,https://nyccivilrightshistory.org/about/,[]
https://nyccivilrightshistory.org/about/neh-logo.jpg,200,OK,https://nyccivilrightshistory.org/about/,[]
https://www.nypl.org/education/educators,200,OK,https://nyccivilrightshistory.org/about/,[]
https://nyccivilrightshistory.org/about/amsterdam-news-logo.jpg,200,OK,https://nyccivilrightshistory.org/about/,[]
https://www.nypl.org/research/collections/articles-databases/new-york-amsterdam-news-1922-2010,200,OK,https://nyccivilrightshistory.org/about/,[]
https://amsterdamnews.com/,200,OK,https://nyccivilrightshistory.org/about/,[]
https://humanitiesny.org/,200,OK,https://nyccivilrightshistory.org/about/,[]
https://www.nyc.gov/site/records/about/municipal-archives.page,200,OK,https://nyccivilrightshistory.org/about/,[]
https://centropr.hunter.cuny.edu/library/,200,OK,https://nyccivilrightshistory.org/about/,[]
https://www.nypl.org/locations/schomburg,200,OK,https://nyccivilrightshistory.org/about/,[]
https://guides.library.cornell.edu/ld.php?content_id=63936868,200,OK,https://nyccivilrightshistory.org/about/,[]
http://creativecommons.org/licenses/by-nc/4.0/,200,OK,https://nyccivilrightshistory.org/about/,[]
https://i.creativecommons.org/l/by-nc/4.0/88x31.png,200,OK,https://nyccivilrightshistory.org/about/,[]
https://nyccivilrightshistory.org/images/ny-institute-for-deaf_hu_ec0b3b330ef37813.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/blackwells-island_hu_8a3a69ca9557f45d.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/idiot-school-randalls-island_hu_60305be4c0929ed1.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/map-nyc-islands_hu_82f6c5a7d83d6601.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/grammar-school-33_hu_a2faeeaf7c76f2dd.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/first-patriotic-election_hu_8f4c849c0725b500.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/cisco-on-trial_hu_d2e18689640dabef.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/cisco-vs-boe_hu_cd76a63806eda67b.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://getbootstrap.com/docs/5.0/getting-started/accessibility,200,OK,https://nyccivilrightshistory.org/about/,[]
https://nyccivilrightshistory.org/images/elsberg-bill-signed_hu_d197fa2ec496f324.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/albany-evening-journal_hu_5cb08f205c2c81f9.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/elizabeth-cisco_hu_6c7f916d30a4cccd.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/elizabeth-farrell_hu_54df21f2122bb5b7.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/a-days-work_hu_9fe7ebac87a691ec.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/high-tide-of-immigration_hu_b9a40d63c994672c.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/ps47_hu_23b5a19aa047bb96.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/nyc-schools-what-they-cost_hu_dd8c473a1ee17ac1.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/keller-ny-point_hu_e0a4956ab5cd3421.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/delinquent-girls_hu_4fcc793390ecbb2a.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/feeble-minded-in-ny_hu_5d29899fcb47bd17.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/william-maxwell_hu_94b09d2f4f6be767.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/binet-simon/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/binet-simon_hu_c561136dfb4473d8.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/army-test/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://library.columbia.edu/libraries/rbml.html,200,OK,https://nyccivilrightshistory.org/about/,[]
https://nyccivilrightshistory.org/images/army-test_hu_85316211790abbae.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/brownies-1_hu_e82a1109b7325f7f.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/brownies-1/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/survey-of-cripples/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/survey-of-cripples_hu_14154b445ce87cc9.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/brownies-2/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/brownies-2_hu_2b4bf623b7955d6e.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/brownies-3/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/brownies-3_hu_ea9de4fcedf0fa58.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/race-intelligence_hu_68ea36649e5da7c9.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/race-intelligence/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/chart-of-inmates/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/chart-of-inmates_hu_df9c74d89360ad82.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/two-public-school-teachers/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/two-public-school-teachers_hu_4e3aa1e81c9eda8.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/brotherhood-of-sleeping-car-porters/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/brotherhood-of-sleeping-car-porters_hu_dd73e81dfa3c53e.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/nationality-of-pupils_hu_46e23bea5a50906a.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/nationality-of-pupils/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/wadleigh-zoning-map/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/wadleigh-zoning-map_hu_85c189cf2e0bc338.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/harlem-riot-report/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/harlem-riot-report_hu_8efda241fb93ea78.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/hotel-penn-meeting_hu_231351e7643beb15.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/hotel-penn-meeting/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/holc-map_hu_b7e418cdc3449ca9.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/holc-map/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://www.neh.gov/,200,OK,https://nyccivilrightshistory.org/about/,[]
https://nyccivilrightshistory.org/gallery/underwriting-manual/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/underwriting-manual_hu_a0c2188e1ea8117f.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/school-housing-program/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/school-housing-program_hu_f23213a86dbf4f33.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/children-campaign/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/children-campaign_hu_98a268675997aeaf.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/club-borinquen_hu_453affbe681c54c.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/jim-crow-school-kids/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/club-borinquen/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/jim-crow-school-kids_hu_1c26b1fa21cc5bfb.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/naacp-youth-council_hu_5c97816c3fe4581e.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/naacp-youth-council/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/your-child-and-willowbrook/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/your-child-and-willowbrook_hu_34a4731629216de0.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/first-billboard/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/first-billboard_hu_a5d32164b8476036.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/we-kept-our-child-at-home/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/we-kept-our-child-at-home_hu_a3288fd1771235ef.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/check-your-school-questionnaire/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/check-your-school-questionnaire_hu_32921a61e8c2bed9.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/subcommittee-on-zoning/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/subcommittee-on-zoning_hu_229569de3cff4824.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/jansen-must-go/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/real-camping-for-handicapped/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/jansen-must-go_hu_1d484a90de3f045f.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/real-camping-for-handicapped_hu_d454795444b4194f.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/memorandum-to-counselors_hu_6dff1c7526b99c59.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/scholarships-to-handicapped-adults/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/memorandum-to-counselors/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/scholarships-to-handicapped-adults_hu_f8b0b13ee4b86a1b.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/rather-go-to-jail/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/matter-of-skipwith_hu_c077da09daee4f7.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/rather-go-to-jail_hu_da0ba50f0641e5f3.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/matter-of-skipwith/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/mae-mallory-and-daughter/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/white-queens-mothers-protest-desegregation/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/mae-mallory-and-daughter_hu_2400f059c5d30e6a.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/white-queens-mothers-protest-desegregation_hu_d7a29d72555c7e7d.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/letter-to-president-kennedy/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/letter-to-president-kennedy_hu_913131b9cab62f6b.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/life-magazine-cover/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/life-magazine-cover_hu_53e5f7f15aec38cd.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/shoe-shine-boys/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/shoe-shine-boys_hu_c0856aa9786120ff.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/a-boycott-solves-nothing/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/why-the-school-boycott/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/why-the-school-boycott_hu_7cefa992a14af345.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/a-boycott-solves-nothing_hu_48fcba5bdcf34cf0.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/school-boycott_hu_b6487ccbb85d051c.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/school-boycott/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/freedom-school-lesson-plan_hu_9c5874bad842cfbd.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/freedom-school-lesson-plan/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/malcolm-x-in-support-of-boycott_hu_7fd9d14534e344e0.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/malcolm-x-in-support-of-boycott/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/freedom-day-march/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/freedom-day-march_hu_dc63bc1560f2b10b.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/gallery/jhs-103-ps-194-city-hall/,200,OK,https://nyccivilrightshistory.org/timeline/,[]
https://nyccivilrightshistory.org/images/jhs-103-ps-194-city-hall_hu_cf144a3a178dc5e9.jpg,200,OK,https://nyccivilrightshistory.org/timeline/,[]
